,text,sexist
5714,I guess #Tammy is the next terrible summer comedy on the list. Only females will laugh in that theater. #Guaranteed #NotSexist #WomenHumor,True
5715,"I take it as a compliment if a man says ""you don't look like a scientist"" :-) https://t.co/I355qoK0Sb",True
5723,Women have always been the strong ones of the world. 💄💪🏼#womensday,True
5752,"""some"" = ""now i can make sweeping generalizations"" MENTION320 some girls have no idea how the internet works.",True
5754,"""MENTION996: You have a sad, sad life ahead of you. MENTION1360 I refuse to catch female Pokemon."" Hahahaha",True
5761,"there are just some jobs that men will be innately superior to women at doing e.g. blowjobs, handjobs and heavy lifting.",True
5775,MENTION3467 any women who does play by play is terrible. I hate it. I know she does sideline cause I've seen ...,True
5789,MENTION2635 pretty female musicians with talent are very sexy to me...,True
5798,The first duty of a woan with young children is to home and family,True
5808,stop hating my mom RT MENTION2384: I mistrust the vast majority of female sports fans.,True
5809,"Females should not be put in power, they abuse the shit out of it cause they never knew what it felt like",True
5836,Men should continue to show courtesies to women such as holding open the door or helping them with their coats,True
5854,women bus drivers are SO much nicer than men!,True
5856,RT MENTION1892 Girls playing football in a park with no guys just looks somewhat unnatural. #notsexist #observations,True
5864,It seems to be a law of nature that men are dominant and women are submissive,True
5867,Men are always ready to go for sex,True
5883,An assertive woman is usually unfeminine,True
5891,Feminists are a menace to this nation and to the world,True
5896,Men can make decisions easier than women,True
5901,"And yet somehow, they thrive without your ignorant laughter. MENTION3216 I just don't find women funny.",True
5906,"""hard to sympathise when women complain of being leered at after putting their breasts in push-up bras on display"" - ?",True
5909,#BlackWomenatWork In a predominantly male work place being good at what I do equates to be doing it like a man. #WomeninTransit,True
5915,"women stand up comedian are not really funny.
They don’t understand the difference between bein… https://t.co/EpdwD6Ktv7",True
5916,RT MENTION3543 I hate when women talk football but don't know what they're talking about It's only cute when you know your shit! #NoSexist,True
5921,"In a group, it’s up to the men to get things organized and moving ahead",True
5925,I feel like girls tweet about a lot more stupid shit than guys,True
5929,A woman who disliked her children is abnormal,True
5946,Theresa M is weak. if we had a male PM would he stand up to Trump? #TheresaMay,True
5947,It prolly would be weird for a girl to pay for a date if y'all not together,True
5954,I don’t any know any men who use Pinterest,True
5959,Women don’t generally like to be active in their sexual relationships,True
5970,"Pretty sure reverse moves the bus, not the land. MENTION3761 I'm not sexist but this female bus driver can't reverse property.",True
5971,"Omg girls shouldnt be able to drive til they're like, 37... Its getting a little ridiculous. No offense Angie rees.",True
5977,I could not respect a man if he decided to stay at home and take care of his children while his wife worked,True
5982,Women have far less control over their emotions than men do,True
5989,"In most cases of wife beating, the woman is just as much at fault than the man",True
5995,"Women should be encouraged not to become sexually intimate with anyone before marriage, even their fiancés.",True
5996,Men are more competitive than women,True
6008,Women usually threaten to cry if they can’t have it their own way,True
6012,Women are basically more unpredictable than men,True
6023,A working woman who sends her six months old baby to a daycare center is a bad mother,True
6026,RT MENTION878 This is when a girl would come in handy #someonecomeclean #notsexist,True
6053,MENTION620 terrible...chicks don't belong in the booth #amateurhour,True
6064,"When men act to “help” women, they are often trying to prove they are better than women",True
6069,I would much rather be waiting behind a dude for the bathroom than a lady.,True
6071,"Haha, so true: RT MENTION3561: I do not find female comedians funny. There's only so much room for jokes about....",True
6086,"Nope, YOU'RE just gross, assface. MENTION3892 Girls are not allowed to participate in No shave November... I'm not sexist, you're just gross",True
6095,in my little world it has ALWAYS seemed that DIY was best left to women. Ever done DIY with a bloke?! Fuckin nightmare.,True
6112,Women can deal with their emotions better than men can,True
6114,"RT MENTION3516 I'm not crazy, I'd just like it if she was taking care of herself by making herself a sammich while enjoying her time reading Twitter.",True
6124,Women with bad breath is jus inexcusable.. tht shit is jus not right for a woman to have tht holla back!,True
6131,"when I play Sims 3, I put my wifes bed in the kitchen",True
6144,I just think guys should have at least a little bit more knowledge than girls about cars and shit like that,True
6146,It is naturally proper for parents to keep a daughter on the average under closer control than a son,True
6147,"MENTION812 We are not designed to do it full time, its a Woman's role. But like I said I've been there.",True
6158,#TaylorObenauf I ain't into women's #boxing .... not for me ! #JoshuaMolina,True
6164,"i think boys should always, always make the first move. always.",True
6172,RT MENTION2973 I cannot listen to this woman commentate the OSU Buffalo game.,True
6178,MENTION3474 I love it when men need to create a system of inequality because they know they can't compete with women at home or at work,True
6195,I would be very uncomfortable in a situation where a woman worked and the man stayed home to take care of the house and children,True
6203,"Once a woman gets a man to commit to her, she usually tries to put him on a tight leash.",True
6219,RT MENTION222 Call me sexist but I get annoyed by women anchors on SportsCenter,True
6220,i need a man who can act like a man bh pareil,True
6228,I officially hate Softball. It's nothing like baseball. masks in the field and on their helmets. Man the hell up.,True
6235,A woman is not truly fulfilled until she has been a mother,True
6239,"ABCDEFG means 
A Boy Can Do Everything For a Girl 
 Reverse. GFEDCBA means.. 
Girl Forget Everything Done & Catches new Boy Again",True
6265,The women’s movement is too radical and extreme in it’s views,True
6270,I do think life is genuinely easier for women other than the whole sexism thing in general a lot… https://t.co/FUJX3ed1Xn,True
6274,"RT MENTION4495 Not sexist, but females shouldn't talk sports. That's like me talking about a new designer purse or something, clueless.",True
6277,The wife should have the primary responsibility for taking care of home and children,True
6289,I hate when they have women announce these college basketball games,True
6298,"MENTION1999 i dont consider female pros as actual pros, until they reach and compete with actual pros",True
6300,"Stop fucking objectifying strangers. MENTION3361 call me sexist, but i love to watch women with fat asses walk away",True
6308,"MENTION2515 #bbcmidweek
Suzy Quattro 'I think like a man and have emotions of a woman'.
Thanks MENTION188 for 35 years.",True
6311,Women weren't created to do the things men can do We're here to do the things men can't do Men & women shld work together #adaywithoutwomen,True
6316,I do not like girl refs for football.....,True
6318,RT MENTION424 I'm not sexist but some foods are gender specific please. I don't want a woman mixing my shawarma.,True
6324,"It is a woman’s job more than a man’s to uphold moral code, especially in sexual matters",True
6331,A man should never count on someone else to get the job done,True
6333,Men are naturally better than women at mechanical things,True
6343,"the true definition of a  #goddess is a good house wife and mother who also has good health,looks and physique.",True
6345,"RT MENTION2558 Not sexist but, I can't listen to a woman talk about men's basketball #ainthappenin",True
6349,"Yes, I find it difficult to accept that girls can be Death Metal fans. I always thought girls were smarter than that.",True
6352,"Even though a wife works outside the home, the husband should be the main breadwinner and the wife should have the responsibility for running the household",True
6354,It doesn't make sense i eat like a man but gain no weight 🙄,True
6366,Girls should be more clean and tidy than boys.,True
6367,"RT MENTION4672 iBelieve Sum Chores R 4 Men like taking out the trash, cutting grass, n shoveling snow",True
6369,I would not allow my son to play with dolls,True
6374,"A man should be like a #child with his #wife
But 
if she needs him ,
 He should act like a Man

#womensday2017… https://t.co/Pd683hBled",True
6376,Don't why the hell do they invite women politicians on talkshows? They just shout..,True
6384,"MENTION4693 becoming a Marine makes you look like a very Manly Man. If women can do it too, not as good for shoring up your masculinity",True
6387,MENTION3053 noooo yours are actually funny and enjoyable haha and its acceptable for guys not girls,True
6398,Choice of college is not as important for women as for men,True
6400,I'm gonna gouge my eyes out if this bitch doesn't get off #mkr #catandandre,True
6407,I think girls that smoke weed is so unattractive.,True
6411,"whenever I see some idiot perform a dangerous, boneheaded driving maneuver, half the time it turns out to be a woman.",True
6420,Keeping track of a child's activities should be mostly the mother's task,True
6425,"For the most part, it is better to be a man than to be a woman",True
6433,I have balls and a chick cant beat me in anything lol,True
6434,What an odd place for an asterisk. MENTION374 I'm not sexist but *most girls are fucking stupid.,True
6446,“MENTION31: I'm sorry women have no place in sports announcing” especially come NFL games,True
6460,MENTION4449 MENTION984 MENTION2734 MENTION2494 we(USA) needs a man to act like a man! Not what we got now!,True
6472,"pornos are educational, every girl should watch them and take notes it'd take shit too the next level #NRLB",True
6473,MENTION383 He sounds like a very foolish guy who really ought to act like a man or should I say gentleman.,True
6484,"a man should work hard enough to support you. Doesn't matter how much you make, just how hard you work. That's attractive",True
6487,girls and football do not go.,True
6508,"Covered girls are better than cover girls 
#womensday",True
6513,girls sports are just not good,True
6527,"""women are territorial about their kitchens its kinda like a man and his garage"" hey did u know its 2017",True
6531,"Advice for women : Think like a man ""act"" like a women",True
6534,Women can best overcome sex discrimination by pursuing their individual career goals,True
6536,"i love that. men shouldn't be dramatic, shouldn't fuss like old ladies and get emotional and moody at the drop of a dime",True
6548,literally all of my problems come from men,True
6559,women just cannot talk football. Jemele H knows not what she says right now.,True
6562,RT MENTION2087 I'm not sexist... but seriously if you're female you need to be able to cook. it's in your DNA,True
6564,"girls do not like football. 
#fact",True
6565,MOWING THE LAWN LOL RT MENTION2513: I don't think women should do things like take out the trash or mow the lawn lol,True
6568,"MENTION3900 USA needs armies of strong men leaders who fight for the protection, respect, purity & rights of women.",True
6569,i can't take girls serious when talk about sports,True
6578,"""MENTION4390: Why do I let little, insignificant things annoy me? -__-"" because you're a woman. its true",True
6598,The initiative in courtship should usually come from the man,True
6601,I don't believe in women proposing to men.,True
6612,there's something odd about seeing young women panhandlers.,True
6616,Men use physical contact as a request for sex,True
6619,MENTION4070 see now you're gonna that's such a female thing to do assume negativity 1st I was emphasising not yelling,True
6630,Sports should only be for men/I am so alone #sexisthaiku,True
6632,"#Women are made to be loved, not understood. - Oscar W

#womensday #love https://t.co/Gqq3xwU4X8",True
6671,RT MENTION4459: I think a woman on a motorcycle is kind of dumb. Especially when she has ape hangers...,True
6679,I think it's odd when females don't have nice penmanship. It's boys who should be the ugly writers.,True
6690,Men are more willing to put themselves in danger to protect others,True
6693,RT MENTION4649 It's always fun watching sports w a woman in the room #myaunt #notsexist,True
6695,"Call me sexist, but I really don't like female country singers",True
6706,"if there's a tv room and you know it's gon be dudes back here tryna watch ESPN, why you come back here talkin?! Leave.",True
6707,Many men are only interested in sexual intercourse as a form of sexual stimulation,True
6719,I get #nervous when I see a #woman driving. I get EXTRA nervous when I see a woman driving a speeding ambulance ... #NotSexist,True
6722,RT MENTION1251 It really pisses me off when anime girls don't have big boobs #NotSexist,True
6723,"Men usually want sex, regardless of where they are",True
6726,U can I never passed out in my life. I always thought that was a female trait lol,True
6729,Alimony is an appropriate protection for women as members of the weaker sex,True
6735,Asian women... Indian women.. Neither can drive. my Harley says otherwise,True
6738,Girls live longer than boys & have superior language skills. we should celebrate our differences not hide em MENTION260,True
6748,I've never found a girl that gets stupid to be respectable. If you're a woman you always have your shit together. Period.,True
6750,random guy at dollar general: 'you're working on 6 ft tall ma'am you know that?' what no actually I didn't dang that's tall for a girl wow,True
6767,“MENTION3192: I don't think women should drive. Or vote. Or be educated.  #YoHadToGamble”,True
6775,MENTION556 MENTION2970 why do women play best of 3 and men best of 5 in tennis. it is not sexist but in most sports women are not as good as men,True
6780,MENTION3303 Yup. Just my preference. the woman should not be making 2x as her partner.,True
6786,It is ridiculous for a woman to run a locomotive and for a man to darn socks.,True
6788,Kids should NOT care about your opinion. MENTION1846 Girls should NOT participate in no shave November,True
6795,I think guys are funnier than girls probably 75% of the time,True
6799,I wonder which of the blonde ones screwed Colin to get that score? Probably both. #mkr,True
6800,MENTION1314 i understand especially when it comes to self defense. Im not sexist but there's some things that were meant just for men,True
6803,"I find it so hilarious when a guy posts a selfie, idk",True
6805,RT MENTION4556 i hate to hear girls argue bout sports,True
6809,On the average women should be regarded as less capable of contributing to economic production than are men,True
6819,No need to apologize; no one cares about your opinion MENTION681 I'm not sexist but women don't belong in the infantry. Sorry.,True
6824,Most girls who try and be funny make me cringe so hard. most girls have the worst sense of humor.,True
6828,i find it well weird when girls listen to grime,True
6838,"I'm not sexist, but letting the red ranger be female in PRSS is just, not right. The red ranger is always a guy, no exceptions.",True
6842,Look like a girl. Act like a lady. Think like a man. Work LIKE A BOSS #workinghard… https://t.co/BREo4lzWpG,True
6844,Men are almost always concerned with their sexual performance,True
6856,Nothing makes me sick more than a male's laziness. sometimes we have solid reasons for things we hate.,True
6876,I'm far more willing to help girls than men :D,True
6884,I'm just not that into dudes giving me manicures..I like the ladies,True
6891,Women should be concerned with their duties of childbearing and house tending rather than with desires for professional or business career.,True
6896,I'm not sexist but I can honestly say I've never felt safe riding in a car with a woman driving!,True
6898,"I need a man, a man who can act, act like a man. 🎶🎵",True
6911,I would not respect a man if he decided to stay home and take care of his children while his wife worked,True
6941,I CANNOT get with womens basketball.... I just cant!,True
6945,Women should not be allowed entire freedom of choice of their occupation,True
6952,"MENTION2263 They'll if you look at polls it's generally ""women voters"". Never make up their minds… https://t.co/3AqTyRRcVE",True
6953,"men should do ""manly"" things & women should do ""womanly"" things. Life would be sooo much easier.",True
6957,"Women should be concerned with their duties of childrearing and housetending, rather than with desires for professional and business careers",True
6965,Sex is a man’s responsibility,True
6968,"If you open the car door for a girl, you win.",True
6982,"In sex, it’s a man’s performance that counts",True
6984,A man who is sexually attracted to a woman typically has no morals about whatever it takes to get her in bed,True
6995,I hate watching girls Football & Basketball,True
7030,RT MENTION559 Women are really bad drivers. #notsexist #sorryitsthetruth,True
7037,Most women don’t like to express their sexuality,True
7039,can you imagine if a male referee rocked up to a World Cup game looking this fat & out of shape. They'd be crucified.,True
7043,I think male flight attendance should be abolished. Ruins a time honored tradition.,True
7059,"RT MENTION417 I'm not sexist, but a chick shouldn't be able to say ""I'm on my period i don't feel good"" and not have to work.",True
7070,RT MENTION825 Mum plugs the ipad charger in but doesn't turn the plug on #typicalwoman #notsexist,True
7073,Women can be too bright for their own good,True
7090,"Umm RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",True
7096,when I walk my dog at night I dress like a boy so there's less chances of me getting raped...,True
7097,I think it's weird when girls chew..,True
7100,this is exactly why girls should not be taking serious with football! 3nil down and she's smiling http://t.co/Ljb1rw2MNM,True
7102,"RT MENTION845 Now I'm not sexist, and fully believe and support the idea of gender equality, but some women really cannot drive.",True
7107,anytime a girl talks about sports I automatically judge the shit out of her cause they sound so clueless and dumb #sorry,True
7111,It is too feminine for a man to use clear nail polish on his fingernails,True
7124,"You are awful. MENTION3289 WOMEN SHOULD NOT DO PLAY BY PLAY FOR MENS SPORTS!!!! IM NOT SEXIST, IT'S JUST FACT. THEY ARE AWFUL.",True
7134,"Ugh, past self, it's Act Like a Lady, Think Like a Man. Gah!",True
7139,"I Cook Bitch ;p""MENTION3960 AT YOU DOUCHE MENTION3877 Mannnn I'm not sexist but if you a female & you can't cook #KillYaSelf""",True
7143,RT MENTION1351 I'm not sexist but i cant fall asleep if a females driving unless I'm on a xan,True
7150,"well it depends. RT MENTION4644 the truth is, Men NEVER generalize.",True
7151,girls can seriously ruin music sometimes.,True
7152,I’m not a fan of this women commentating on the football!🤔,True
7169,I think boys should be brought up differently than girls.,True
7176,it’s a man’s remote. Women take far too long with them 😭😂🙄,True
7184,i hate to hear girls argue bout sports,True
7187,As a woman it's never your place to think or act like a man. What man you think want a manly ass woman 😅,True
7203,"Women naturally tend to be self-centered, so that for them to be loved is a greater need than to love someone else",True
7219,"women should not be managers of mens football, the table shows its a fact and not an opinion #slut http://t.co/pTn8c5LliX",True
7230,"In most cases, when a woman was raped, she was asking for it",True
7231,"but also at the foundation of every great man, is the love of a woman.

(To The Women I Once Loved)",True
7239,"Women have been offered plenty of opportunities to get ahead. If they don’t make the most of them, it’s their problem",True
7240,"If a guy pays for a girl's meal he was taught right. But if the girl EXPECTS the guy to pay, she was taught wrong.",True
7246,MENTION996 they just don't make me laugh. Like whip out your tits do something entertaining,True
7254,“A good man is as strong as the right woman needs him to be.”,True
7258,"I was taught to be a man, stand on my ✌🏽 feet just like a man🤘🏽💯",True
7264,I think it is worse to see a man cry than a woman.,True
7266,I just don't think women should be allowed to compete I the All American Handyman competition. #BackInTheKitchen,True
7268,MENTION1524 you'll probably i often think it's because most women generally can't be arsed to go through with it,True
7284,You can Females Driving on a  snowy day or talking on the phone while driving  that's that shit I don't trust!,True
7292,I don't like female commentators.,True
7296,Women are generally not as smart as men.,True
7299,"It is hard to be woman 👩 
.
.
✌You must think like a man. Act like a lady,  look like a young girl, and work like a horse 🐴.",True
7308,"inviting ONLY women politicians panel to ""discuss"" anything on news channel is a sign of your retardedness.MENTION4432",True
7321,the best a female tech support agent can do is switch you to a male support agent,True
7323,"women are not businessMEN

KEY WORD: MEN

goddamn holy cunt fuck kill yourselves twats.",True
7326,women should not commentate of football,True
7332,"Compared to men, women tend to be weak",True
7333,women drivers are the worst!,True
7347,when my man is hungry I'm making him the best damn sandwich he's ever tasted,True
7359,Kat & Andre cartoon characters.Kat develop sportsmanship & Andre grow some balls & take it like a man! #MKR #cantcook http://t.co/9nd2gUHGH0,True
7360,Men usually think of sex as work,True
7374,Men are generally more egoistical than women,True
7376,Women are more frivolous than men,True
7381,"Yeah, the ones you're with, for some inexplicable reason. MENTION4485 Go ahead, call me sexist. Inept women. http://t.co/0OAHeJ4CDm",True
7384,a man should always be ready for sex,True
7408,"Idk man, I can't take a female's debate seriously when it pertains to sports or rap music 97.4% of the time.",True
7414,there's something very wrong about a man carrying supermarket shopping,True
7428,This RT MENTION2742 I'm sorry... seeing girls tweet about basketball typically disgusts me.,True
7445,"The Problem with Feminism - When Women Want to be Men
#ADayWithoutAWoman #ADayWithoutWomen #internationalwomensday 
https://t.co/Wkp11nknR4",True
7451,RTMENTION3377: men should be able to drive. Men who can't drive come across as feminine. http://t.co/q8VTGVbYbM,True
7458,It is inexcusable when when a man escorting a lady fails to help her on with her coat,True
7459,Men are mainly useful to provide financial security for women,True
7465,MENTION3275 I hate female receptionists. They always give me attitude like I'm the reason their bf broke up with 'em,True
7474,Mothers should make most of the decisions on how to bring up their children.,True
7485,My boss and all other ladies I work with showed up for work today. Strong women care about making money & being productive #ADayWithoutWomen,True
7488,A man should ‘wear the pants’ in the family,True
7490,I don't want a woman comentator anywhere near my fifa games !,True
7491,http://t.co/hBBh4lcCqs MENTION4533 Women referees suck man. And no I'm not sexist but damn bruh that wasn't a good call,True
7492,"On average, women are better than men",True
7505,"RT MENTION2838 xbox's were designed for gamers and make up was designed for beauticians, get the idea #promise #lol",True
7507,Women are more innocent-looking than men,True
7516,women should not cut men's hair.,True
7520,"“Love is loyalty”.
Act like a lady, think like a Man - Steve H 
MENTION3583",True
7524,"when I go to lowes, I want a man to help me, not some stupid woman!",True
7525,what's the point of having women in a dunk contest?,True
7535,I think the majority of women do belong at home/in the kitchen,True
7546,Guys really complain about females just cause they don't know how to act like a man,True
7563,MENTION1665 can't get into women's mma. women don't belong in such a violent sport.,True
7599,Men are always ready for sex,True
7609,Don't danica patrick is only in nascar cuz she's hot. there has to be 5 drivers more deserving to race tomoro #agree ?,True
7614,the only time a guy should be in a bubble bath is when there's a women in there with him,True
7621,girls that only play mercy and complain over chat are the worst!,True
7624,"when I play Sims 3, I put my wifes bed in the kitchen http://t.co/q77xJVmo",True
7635,Sexist. RT MENTION3129: it grosses me put to see a woman spit on the street.,True
7637,"If I had a daughter, I would discourage her from working on cars",True
7644,"Women should be concerned with their duties of childrearing and housetending, rather than with their careers",True
7649,The father should have a better claim to the earnings of a minor offspring than the mother,True
7660,"Tattoos on guys: 😍; tattoos on girls: 😒. Idk why though, it is what it is lol.",True
7679,I see you use social media. MENTION4676 I want all social media sites to go down for a week just to see how the girls react. #notsexist,True
7705,Call me chauvinist.UFC is barbaric--especially when it's women. Not entertaining 2 see Ronda R get savaged like that,True
7712,I think that women should spend a lot of time trying to be pretty,True
7726,Some jobs are not appropriate for women.,True
7728,I'd rather watch a bobcats game than a WNBA game.,True
7741,Most men don’t want to assume a passive role in sex,True
7750,RT MENTION2676 I remember when I used to refuse to get on the bus if a woman was driving it #NotSexist,True
7767,"""Beautiful, passionate, and as crazy as I was. She could party like a man and love like a woman.""",True
7785,Real women don't go along w/ #adaywithoutwomen crap! It's a fake cause manufactured by corporations. #Stopit #yourefired,True
7789,"Girls live longer than boys, Have superior language skills. I think we should celebrate our differences, not hide them",True
7800,"I know we still live in a society where the man has to confess first but as a girl, if you've met a good man, wouldn't you want him?",True
7802,http://t.co/Vsgq8816oH MENTION2807 Women and their big handbags *is* the problem of limited space in the.overcrowded train. #NOTSexist,True
7826,Most women fail to appreciate fully all that men do for them.,True
7827,MENTION2265 MENTION3353 Women have MORE legal rights than men.,True
7829,Girls that are cheering for a team bc they think one of the players is hot need to get back in the kitchen #NotSexist #JustTheTruth,True
7836,Faithlessness is the worst fault a husband could have,True
7838,"Dudes who have a woman as their profile photo, 2 MENTION1681 when girls talk about football I can't help but c r i n g e",True
7847,It is important for a man to be good in bed,True
7858,A woman should willingly take her husband's name at marriage.,True
7868,Women are less dominating than men,True
7869,"I'm of the mindset that girls dont ""get laid"". Guys get laid, is that wrong of me?",True
7871,The man should ‘wear the pants’ in the family,True
7874,"I'm joking when I tell a woman to make me a sandwich...but if I want spaghetti, bitch better make it. #NotSexist #Spaghetti #FunnyNoodles",True
7875,MENTION1712 not if you're a woman...and it fits right...most guys will appreciate a woman who looks good in one!,True
7877,Men make better leaders than women do,True
7883,"""MENTION4170: when I play Sims 3, I put my wifes bed in the kitchen :D"" lmao",True
7890,Women should worry less about their rights and more about becoming good wives and mothers.,True
7895,"Oh, b/c see Emma, like many WW seem to think ""male gaze"" is only sexual. When their feminism CENTERS WM & Whiteness over BW, as practice.",True
7897,Women in their dress should place feminine modesty before utility,True
7911,horrible posture is a turnoff. i like my girls girly,True
7918,"RT MENTION1819 First, female sports. Now we have female refs and female announcers...what has life come to...#NotSexist",True
7925,women playing football just doesn't look right,True
7928,"I don't give two shits I will never let any female (Hispanic , black , Asian , etc) cut my hair. https://t.co/hSNVmeQUjY",True
7929,i don’t think the US needs a female president at all..at any time.,True
7934,A man never really wants “only” a hug or caress,True
7945,A girl proves she is a woman by having a baby,True
7959,It bothers me more to see a woman who is pushy than a man who is pushy,True
7964,"MALE OPINION PRESENTED AS FACT ALERT MENTION1825 Call me sexist, but there has never been a funny woman stand up comedian",True
7965,"“Women perform better than men in pressure situations” #womensday 
https://t.co/q4kKRbepOs",True
7968,"""she eats slowly like a lady but actually eats the wings like a man""  😂😂😂💪🏽",True
7971,"For men, kissing and touching are merely the preliminaries to sexual activity",True
7972,some sports should be men only and boxing is one of them! #katietaylor,True
7975,there's nothing that turns me on on more than when a woman cooks and cleans...mmm use the dawn so I know it's real baby,True
7985,MENTION4654 MENTION622 MENTION1295 NFL goes PC and shoves a woman down our throats. that was… https://t.co/GxeDnmoaRe,True
7992,I'm sorry. women shouldn't get involved with football. I've made an oath never to take a bird to the lane. It's cringey,True
7993,Woman’s work and man’s work should be fundamentally different in nature,True
7997,"Man I just love women, y'all just beautiful, sensitive....there are no words to describe the love of a woman",True
8002,Women are more understanding of people than men are,True
8005,RT MENTION4278 MENTION3348 maybe that's where they should focus? Less cunts on football. #notsexist,True
8015,Women seem to be inherently less capable than men of logical and scientific thinking,True
8026,Women are generally not as competent as men are,True
8028,I love a man who does the dishes.  #JustSayin,True
8034,I feel that bringing sexual equality to the line of the throne should perhaps not be top of the equality to-do list,True
8037,"Namely, women are too much drama.  it is what it is. I don't go through this kind of stuff with my boys.",True
8038,"RT MENTION661 Not sure what it is about women, but they're shitty drivers. it's still true",True
8039,"If a man marries a good woman, he will have a happy life
as long as he himself is not ambitious&is quiet &obedient😊
Shut it, I'm talking now",True
8041,"In general, it is more important for a man to be successful in his career than it is for a woman",True
8059,"When someone says that I'm really smart ""for a girl"" https://t.co/1YjcZ4XyWn",True
8063,"From a man’s perspective, good sex usually has an “eartshaking” aspect to it",True
8069,MENTION2457 I hate that a woman played him. that is one role a man should always do and I don't give a fuck,True
8087,girls just shouldn't curse.,True
8097,Women seek to gain power by getting control over their coworkers.,True
8103,Women of substance know how to multiply and give it back to the men! They don't hide behind their gender and shed t… https://t.co/VJT7gWE6bB,True
8111,Hayi fuck it nyaniRT MENTION3671: Women's 7s rugby? fuck this shit.,True
8120,66 minutes of #tennis for a grand slam final... that's why they don't deserve the same prize fee as men,True
8127,MENTION3921 MENTION936 MENTION3692 I'd hire a man over a woman for that kind of stuff anyday,True
8132,"We can't even fucking ride bikes now? What the shit is this? MENTION2955 I'm not sexist, but girls riding bikes just looked weird af.",True
8133,"Nothing should be more important for a mother than than to see that her children are well-fed, clothed properly, clean, and kept out of danger",True
8136,the new ghostbusters movie looks awful because of the women in it #feminism #SocialJustice MENTION3332,True
8169,"""MENTION1108: Have you ever been threatened with rape by a woman? #QuestionsForMen""  Yes.  Many times, but ONLY by feminist women.",True
8171,Men are more sure of what they can do than women are,True
8174,.MENTION1115 Barb Sheehan NEVER says a word about being abused for 20 years.  Kills husband. Claims abuse w no proof. Walks. Fems cheer.,True
8175,A woman’s work and a man’s work should be fundamentally different,True
8184,The man should always be the one to initiate sex with a woman,True
8188,I find it annoying that ESPN thinks its important to notify me of a women's basketball game. Nat'l Champ game? Don't care,True
8189,"I'm not sexist, but why do feminists complain about everything?? If there was a cure for cancer I think they would moan! Give it a rest!",True
8197,"A lot of females try to think like a man to avoid getting hurt/played instead of just being a woman. Take a chance ,love again.",True
8199,A man should never doubt his own judgement,True
8200,RT MENTION2155 watching the mens slope style is way better than watching women's #notsexist #justsayin,True
8203,There are many jobs in which men should be given preference over women in being hired or promoted.,True
8208,The husband should have primary responsibility for support of the family,True
8222,The husband is responsible for the family so the wife must obey him.,True
8228,men cooking anything but stuff on a grill is just weird.,True
8233,RT MENTION2642 Sorry but girls will never be able to compete at the level of football that men's football has set #notsexist,True
8237,"A real man Never hurts a Women.
Be very careful when you make a woman cry b/c Allah count her tears.

#womensday",True
8240,Only a narrow range of emotion should be permitted to men,True
8243,Working women are too independent.,True
8260,nothing makes me want to grab a bucket more than a girl with a five o'clock mustache shadow. Wax that shit!,True
8264,I can't take women broadcasters on Espn serious.,True
8265,"Women, as compared to men, tend to have a more refined sense of culture and good taste.",True
8273,"Compared to women, men tend to be cruel",True
8275,RT MENTION1242 the only women I can take serious when they're angry are my mom and grandma,True
8277,It is not a good idea for the mother of small children to work outside of the house,True
8316,a man’s place is in the home https://t.co/0M4ECDpjFk,True
8346,"Be like a child with your wife but when she needs you, be like a man.""

- Umar i https://t.co/DtVknJ9dUr",True
8365,Interesting point of view: a man’s place is in the home....|https://t.co/wRZn22bTGP,True
8379,Wives who don’t have to work should not,True
8388,A man who is vulnerable is a sissy,True
8390,RT MENTION3865 I've made an observation lately.. That a lot of women really struggle with parallel parking #notsexist,True
8405,'is facial hair attractive?' 'not on women',True
8406,"THIS!!! “MENTION1142: I only catch males when I play pokémon, #bitchesdontcutit”",True
8413,And yet antique furniture... MENTION3648 Ladies...If you've been around your price goes down. u know it's true. #joke,True
8426,It is all right for women to work but men will always be the basic breadwinners,True
8436,Most of the women who get raped have invited it in some way,True
8440,"I have a deep voice for a girl, but that's okay. It's still attractive.",True
8451,"----> RT MENTION3062: women should never be ""bored"". There's ALWAYS some shit to clean or something to be cooked.",True
8459,#mkr Perhaps if the girls had spent less time looking in & kissing mirrors and more time in preparation & cooking they'd be better off.,True
8461,“MENTION996: What a waste of fossil fuels to publish that tweet. MENTION3530 guys > girls” http://t.co/deRYTHNdW6,True
8473,1st female ref in tonights packers game. I don't think there is a place for that in the nfl.. unless they are lesbian.,True
8481,Jobs like firefighter and electrician should be reserved for men,True
8490,when women make decisions it should only involve candles && detergent #toofar?,True
8491,A man who has no taste in adventure is not very appealing,True
8493,"RT MENTION4170: when I play Sims 3, I put my wifes bed in the kitchen :D",True
8494,"girls shouldn’t do Graffiti, Skateboard or Dj.
sorry but its a fact. http://bit.ly/dydDjW",True
8501,"MENTION1660 Wah, did I just hear they're making the marvel character thor female?.. I'm not sexist, but really? #thorlorealadsherewecome",True
8506,"Did u know!
ABCDEFG mean
A boy can do everything for a girl.
Reverse GFEDCBA means
Girl forget everything done and catches new boy again.",True
8513,"""The reason liberal women are liberal is because they have to date liberal men"" 

-MENTION349

#ADayWithoutWomen MENTION1939",True
8528,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. - Henry F #ALDUBxDTBYSoulmates,True
